id,name,marketOpensAt,marketClosesAt,indexInSplit,isOpen
b39b0779-6a70-4624-b05e-26eec2cf2cbc,Round 4,2025-04-23T15:00:00.000Z,2025-04-26T16:00:00.000Z,3,True
