id,name,lolesports_player_id,role,profilePictureUrl,currentTeamId
5bb085f8-f5dc-4537-8318-dab4b866cb6f,Kuri,103495716778335083,support,http://static.lolesports.com/players/1737724873629_image631.png,683ad629-21a7-4e8f-93a4-7eaeb46056d4
