id,name,lolesports_player_id,role,profilePictureUrl,currentTeamId
842f1251-5857-4c1a-a24f-28bccb5e6008,TitaN,99566407783597200,bottom,http://static.lolesports.com/players/1737725000079_image632.png,683ad629-21a7-4e8f-93a4-7eaeb46056d4
