id,name,lolesports_player_id,role,profilePictureUrl,currentTeamId
c893e0a1-e7ac-486d-bb78-8a5d45173057,Roamer,105501858782308228,mid,http://static.lolesports.com/players/1743851820973_roamer.png,683ad629-21a7-4e8f-93a4-7eaeb46056d4
