id,name,lolesports_player_id,role,profilePictureUrl,currentTeamId
41bfb625-f1b0-4cc7-9284-c4724063e544,Wizer,101388913280994733,top,http://static.lolesports.com/players/1737725121923_image633.png,683ad629-21a7-4e8f-93a4-7eaeb46056d4
