matchId,startsAt,score,round,ownTeam,opponentTeam
4ca9dcb7-d481-48da-b287-b0d166286813,2025-04-21T17:00:00.000Z,26.97,"{'id': 'dcee2a80-2869-4705-aa52-e9e2fb23ba5b', 'name': 'Round 3', 'indexInSplit': 2}","{'id': '683ad629-21a7-4e8f-93a4-7eaeb46056d4', 'name': 'paiN Gaming', 'code': 'PAIN', 'side': 'red', 'imageUrl': 'http://static.lolesports.com/teams/1674657011011_pain_logo_white.png'}","{'id': 'c175fae2-ab23-4c91-baac-50c366f9f59a', 'name': 'Vivo Keyd Stars', 'code': 'VKS', 'side': 'blue', 'imageUrl': 'http://static.lolesports.com/teams/1670542079678_vks.png'}"
ea0d4409-38b9-4cc7-9e1e-918f5b091dc2,2025-04-20T16:00:00.000Z,20.4,"{'id': 'dcee2a80-2869-4705-aa52-e9e2fb23ba5b', 'name': 'Round 3', 'indexInSplit': 2}","{'id': '683ad629-21a7-4e8f-93a4-7eaeb46056d4', 'name': 'paiN Gaming', 'code': 'PAIN', 'side': 'blue', 'imageUrl': 'http://static.lolesports.com/teams/1674657011011_pain_logo_white.png'}","{'id': '829e391d-72ec-4ecf-bf11-9d53a2337070', 'name': 'Leviatán Esports', 'code': 'LEV', 'side': 'red', 'imageUrl': 'http://static.lolesports.com/teams/1643795049372_LEV-CLAROWhite.png'}"
77844d3b-5744-4fed-846f-7a285f7a11fb,2025-04-19T17:00:00.000Z,30.54,"{'id': 'dcee2a80-2869-4705-aa52-e9e2fb23ba5b', 'name': 'Round 3', 'indexInSplit': 2}","{'id': '683ad629-21a7-4e8f-93a4-7eaeb46056d4', 'name': 'paiN Gaming', 'code': 'PAIN', 'side': 'red', 'imageUrl': 'http://static.lolesports.com/teams/1674657011011_pain_logo_white.png'}","{'id': '72db290b-b1de-495c-98d8-de58cd5651c6', 'name': 'Fluxo W7M', 'code': 'FXW7', 'side': 'blue', 'imageUrl': 'http://static.lolesports.com/teams/1738138907381_OFFICIALFluxo_W7M_Logo.PNG'}"
8b415838-aa0f-44c3-9c17-870bac012d82,2025-04-13T18:00:00.000Z,33.6,"{'id': '3b3da616-b3a0-4afa-bd7e-7ab3db84c4fd', 'name': 'Round 2', 'indexInSplit': 1}","{'id': '683ad629-21a7-4e8f-93a4-7eaeb46056d4', 'name': 'paiN Gaming', 'code': 'PAIN', 'side': 'red', 'imageUrl': 'http://static.lolesports.com/teams/1674657011011_pain_logo_white.png'}","{'id': 'a2432df5-f804-44b4-ab1f-f7f0472e977b', 'name': 'RED Kalunga', 'code': 'RED', 'side': 'blue', 'imageUrl': 'http://static.lolesports.com/teams/1631820575924_red-2021-worlds.png'}"
82237a7d-f402-4ae0-9073-3acdd237732f,2025-04-12T19:00:00.000Z,5.63,"{'id': '3b3da616-b3a0-4afa-bd7e-7ab3db84c4fd', 'name': 'Round 2', 'indexInSplit': 1}","{'id': '683ad629-21a7-4e8f-93a4-7eaeb46056d4', 'name': 'paiN Gaming', 'code': 'PAIN', 'side': 'blue', 'imageUrl': 'http://static.lolesports.com/teams/1674657011011_pain_logo_white.png'}","{'id': '830090bf-3455-4ef5-a0f5-b6147e0a772c', 'name': 'FURIA', 'code': 'FUR', 'side': 'red', 'imageUrl': 'http://static.lolesports.com/teams/FURIA---black.png'}"
04d08c38-b731-4330-be35-833fef6bba4e,2025-04-06T19:00:00.000Z,22.54,"{'id': 'c317612c-220c-41ef-af2a-482f96d60dbd', 'name': 'Round 1', 'indexInSplit': 0}","{'id': '683ad629-21a7-4e8f-93a4-7eaeb46056d4', 'name': 'paiN Gaming', 'code': 'PAIN', 'side': 'red', 'imageUrl': 'http://static.lolesports.com/teams/1674657011011_pain_logo_white.png'}","{'id': '476e41ef-14c4-4dd7-a829-0b889b0916aa', 'name': 'LOUD', 'code': 'LOUD', 'side': 'blue', 'imageUrl': 'http://static.lolesports.com/teams/Logo-LOUD-Esports_Original.png'}"
ac7879f4-8ead-4601-b225-42bd0592f49d,2025-04-05T16:00:00.000Z,31.2,"{'id': 'c317612c-220c-41ef-af2a-482f96d60dbd', 'name': 'Round 1', 'indexInSplit': 0}","{'id': '683ad629-21a7-4e8f-93a4-7eaeb46056d4', 'name': 'paiN Gaming', 'code': 'PAIN', 'side': 'blue', 'imageUrl': 'http://static.lolesports.com/teams/1674657011011_pain_logo_white.png'}","{'id': 'e18adcf1-9fd9-482a-8624-58fff9ecfa45', 'name': 'Isurus Estral', 'code': 'IE', 'side': 'red', 'imageUrl': 'http://static.lolesports.com/teams/1733496976364_badge-Color-svg.png'}"
