id,name,lolesports_player_id,role,profilePictureUrl,currentTeamId
c3cba919-434e-4e95-a790-ffd303de6994,CarioK,100205576295412145,jungle,http://static.lolesports.com/players/1737724620517_image629.png,683ad629-21a7-4e8f-93a4-7eaeb46056d4
